0.999034	1.379409
0.993531	1.354584
1.000000	1.354584
0.872097	1.378783
0.824958	1.000000
1.000000	1.000000
0.812394	1.143156
1.000000	1.143156
0.970396	1.581863
0.937342	1.251629
1.000000	1.251629
0.820848	0.991076
1.000000	0.991076
0.979640	1.419556
0.890212	1.000000
1.000000	1.000000
0.833797	1.325011
0.923093	1.881221
0.997490	1.745973
0.992365	1.972335
0.992837	1.841999
0.986645	1.886994
0.945833	1.000000
0.995076	1.402081
0.900208	0.918296
0.910873	1.431560
0.992892	0.994030
0.999500	0.979869
0.971510	0.000000
1.000000	0.000000
0.966970	0.991076
1.000000	0.991076
0.999896	0.995727
0.999466	1.000000
0.927390	1.563300
0.994534	1.744263
0.999962	1.729963
